teamId,name,leagueId,sportId,leagueTypeId,players,region,d1Start,d1End,d2Start,d2End,d3Start,d3End,d4Start,d4End,d5Start,d5End,d6Start,d6End,d7Start,d7End
1,Team 1,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
2,Team 2,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
3,Team 3,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
4,Team 4,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
5,Team 5,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
6,Team 6,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
7,Team 7,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
8,Team 8,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
9,Team 9,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
10,Team 10,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
11,Team 11,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
12,Team 12,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
13,Team 13,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
14,Team 14,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
15,Team 15,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
16,Team 16,1,4,1,20,West,17,21,17,21,17,21,17,21,17,21,17,21,17,21
