teamId,name,leagueId,sportId,leagueTypeId,players,region,d1Start,d1End,d2Start,d2End,d3Start,d3End,d4Start,d4End,d5Start,d5End,d6Start,d6End,d7Start,d7End
1,Ericbury Wildcats,1,4,1,18,West,3.5,16.5,10.0,19.0,0.5,13.0,5.5,16.0,14.5,15.0,18.5,22.5,5.5,18.0
2,Debraton Bulls,1,4,1,18,West,14.5,19.0,7.0,11.5,1.0,7.5,2.0,19.5,3.5,13.5,10.5,13.0,13.0,14.5
3,Anitaberg Bobcats,1,4,1,18,West,3.0,22.5,2.5,13.0,10.5,15.0,12.5,19.5,7.5,17.0,9.0,22.5,2.0,17.5
4,Coxfurt Pirates,1,4,1,18,West,7.0,8.0,7.5,16.0,15.0,17.5,4.5,10.0,11.0,22.0,5.5,17.5,0.0,0.5
5,New Deborahmouth Dolphins,1,4,1,18,West,6.5,23.0,14.0,18.0,1.0,4.5,3.0,6.0,11.5,13.0,3.5,16.5,6.0,8.0
6,Jenniferborough Mavericks,1,4,1,18,West,11.0,23.0,5.0,14.5,7.0,9.5,1.0,15.0,0.5,13.0,9.0,23.0,7.5,21.5
7,Potterberg Mavericks,1,4,1,18,West,4.5,20.5,3.0,14.0,2.0,18.0,3.5,12.5,4.5,16.0,8.5,21.5,11.0,11.5
8,New Rachel Jacks,1,4,1,18,West,14.0,16.0,9.0,17.5,6.0,11.0,9.0,16.5,12.0,23.5,6.0,11.5,0.0,9.5
9,Joshuabury Pirates,1,4,1,18,West,7.0,11.5,2.5,3.0,15.0,20.0,21.5,23.0,3.5,23.5,18.0,19.5,2.0,2.5
10,New Cindy Bucaneers,1,4,1,18,West,3.0,8.0,2.5,10.0,12.0,13.5,11.0,15.0,6.5,22.5,11.5,20.5,8.0,10.5
11,New Paulfort Chargers,1,4,1,18,West,9.0,12.0,15.0,17.5,9.0,10.5,11.0,20.5,21.0,22.5,14.0,23.5,11.0,13.5
12,Cindyfurt Hawks,1,4,1,18,West,13.0,21.5,4.0,14.5,3.5,19.5,9.5,18.5,10.5,22.5,14.5,23.5,15.0,18.5
13,Maloneport Rappers,2,4,1,18,West,16.5,20.5,10.5,22.0,4.0,12.0,22.0,22.5,1.0,9.0,10.5,23.5,2.5,20.0
14,North Martinstad Robbers,2,4,1,18,West,15.0,17.5,9.5,19.0,4.0,16.5,7.5,11.0,4.0,14.5,2.0,21.5,2.5,3.5
15,New Christopherburgh Hawks,2,4,1,18,West,12.0,16.0,2.5,11.5,1.5,21.5,6.5,23.5,2.0,13.0,5.0,13.5,3.5,22.0
16,Bennettport Sabres,2,4,1,18,West,9.0,11.5,14.0,23.5,14.0,16.0,20.5,23.0,1.5,11.5,2.0,3.0,4.5,14.0
17,Sarahside Celtics,2,4,1,18,West,1.0,5.5,8.5,20.5,3.0,3.5,6.5,10.0,6.5,11.0,7.0,11.0,13.0,22.0
18,Woodland Hawks,2,4,1,18,West,4.0,19.5,7.5,15.5,3.0,3.0,1.0,10.0,18.0,19.5,5.0,18.0,1.5,12.5
19,Gardnerstad Sabres,2,4,1,18,West,0.0,0.5,2.5,3.0,10.0,12.0,13.5,22.5,15.0,16.0,14.0,22.0,4.0,16.0
20,Port Cameronmouth Sox,2,4,1,18,West,16.0,22.5,11.5,15.0,6.5,10.0,5.5,6.0,15.0,19.5,7.0,14.5,14.5,20.5
21,South Mason Bucaneers,2,4,1,18,West,10.0,14.0,9.0,14.0,4.5,9.0,1.0,20.0,18.5,23.0,17.0,19.5,7.5,12.0
22,Fisherborough Robbers,2,4,1,18,West,4.5,15.5,0.0,7.5,4.5,15.5,19.0,19.5,0.0,4.0,10.0,10.5,13.5,19.5
23,East Kristina Westerners,2,4,1,18,West,3.0,7.0,3.5,21.0,7.0,14.0,13.0,13.5,2.5,22.5,6.5,8.5,11.0,13.5
24,Calebmouth Dolphins,2,4,1,18,West,7.5,10.0,8.5,13.5,7.5,16.5,0.0,6.0,0.5,17.0,2.0,15.5,16.5,17.0
25,North Rebeccachester Bobcats,2,4,1,18,West,9.0,11.0,12.5,22.5,1.5,21.0,18.5,21.0,0.0,4.0,3.0,7.5,3.5,8.0
26,South Michelle Warriors,2,4,1,18,West,4.5,17.5,17.0,23.5,5.0,14.5,9.0,23.0,19.5,23.5,6.0,23.5,15.5,23.5
27,Lake Terrence Dolphins,2,4,1,18,West,11.0,23.5,12.5,21.0,16.0,23.5,3.5,15.5,10.5,14.0,0.5,9.5,4.0,21.0
28,Port Jamesburgh Warriors,2,4,1,18,West,0.5,2.5,2.5,8.0,12.0,18.5,6.5,7.0,14.5,22.0,19.0,20.5,7.5,11.5
29,Hatfieldfurt Bears,3,4,1,18,West,8.5,20.0,13.5,22.5,19.0,21.5,2.5,17.5,5.0,11.5,5.0,6.5,2.5,7.0
30,Bergfurt Hawks,3,4,1,18,West,1.0,5.5,0.0,8.5,3.0,11.0,0.5,8.0,7.5,15.5,14.0,21.5,9.0,16.0
31,Wilkinsbury Commandos,3,4,1,18,West,8.5,23.0,14.0,16.5,3.5,5.5,13.5,18.0,12.5,13.5,4.0,13.0,8.5,19.5
32,Richardborough Bears,3,4,1,18,West,10.0,22.0,3.0,8.5,3.5,11.5,7.0,20.5,2.5,17.5,9.5,19.0,0.0,21.0
33,Taylorstad Wildcats,3,4,1,18,West,0.5,10.5,4.0,14.0,10.0,17.5,12.5,16.0,13.5,20.5,7.0,15.5,0.5,13.0
34,North Jamesside Rappers,3,4,1,18,West,7.5,11.5,1.0,16.0,17.5,20.5,6.0,22.5,14.0,20.5,7.0,23.0,10.0,14.0
35,Kellyhaven Vikings,3,4,1,18,West,6.5,8.5,16.5,18.0,7.5,22.0,1.5,16.5,19.0,19.0,12.0,16.5,3.0,6.5
