teamId,name,leagueId,sportId,leagueTypeId,players,region,d1Start,d1End,d2Start,d2End,d3Start,d3End,d4Start,d4End,d5Start,d5End,d6Start,d6End,d7Start,d7End
1,East Jamesberg Mavericks,1,4,1,18,West,7.0,7.5,11.0,14.5,6.5,11.0,2.0,2.5,1.0,10.0,1.0,15.5,1.0,17.0
2,New Jacqueline Vikings,1,4,1,18,West,5.0,17.5,18.0,21.5,0.0,8.5,8.0,22.5,8.5,14.5,13.0,18.0,0.5,13.0
3,South Jonathan Commandos,1,4,1,18,West,4.0,14.5,1.0,3.5,3.0,9.0,4.0,5.5,4.5,17.5,12.0,13.5,3.0,20.5
4,North Adrianside Commandos,1,4,1,18,West,9.0,12.0,9.5,17.5,1.0,7.0,2.0,13.0,5.5,15.5,1.0,3.5,0.0,11.0
5,Gallegosstad Pirates,1,4,1,18,West,9.0,18.5,1.0,13.5,5.0,7.5,11.5,21.0,13.0,22.0,12.0,15.0,3.5,19.0
6,North Stevenberg Eagles,1,4,1,18,West,2.5,23.5,14.5,15.0,6.0,14.5,13.0,13.5,14.5,21.0,10.5,11.5,6.5,19.0
7,West Kentport Chiefs,1,4,1,18,West,15.5,23.5,16.0,22.5,4.5,5.5,9.0,19.0,9.5,20.0,18.5,23.0,3.0,11.5
8,South Vincent Grizzlies,1,4,1,18,West,6.5,7.0,3.5,6.5,7.0,20.0,13.5,23.0,8.0,13.5,3.5,5.0,14.0,15.0
9,Patrickshire Hawks,1,4,1,18,West,20.0,21.5,2.5,3.0,1.5,7.5,19.0,23.0,21.0,21.5,11.5,17.0,13.5,14.0
10,Riveraton Bears,1,4,1,18,West,14.5,22.0,7.0,15.0,0.0,2.0,4.5,10.0,4.0,23.0,11.0,12.0,0.5,14.5
11,Janiceland Bears,1,4,1,18,West,4.0,11.5,3.0,8.5,5.0,19.5,2.5,18.5,8.5,18.5,4.0,18.5,9.5,15.5
12,South Kara Raptors,1,4,1,18,West,2.0,11.5,0.0,10.5,19.5,21.5,5.0,19.0,5.5,14.0,3.0,12.5,12.0,23.0
13,Johntown Chiefs,1,4,1,18,West,10.0,18.0,6.0,10.5,18.0,20.0,1.5,19.5,8.5,19.0,12.0,15.5,1.5,23.5
14,West Donald Mavericks,1,4,1,18,West,6.0,7.5,2.5,7.0,13.5,22.5,0.0,9.5,7.5,23.0,6.0,13.5,1.0,2.0
15,Robinsonberg Bears,1,4,1,18,West,10.5,20.5,16.5,17.5,1.5,17.5,16.5,19.0,6.5,17.0,7.0,14.0,20.0,23.0
16,Port Victoriaberg Americans,1,4,1,18,West,13.0,13.5,12.0,14.5,5.0,16.5,15.5,19.0,3.0,6.5,1.0,5.5,3.5,15.0
17,East Jasonberg Hornets,1,4,1,18,West,1.5,23.5,5.5,16.0,2.5,23.0,2.5,4.0,0.0,8.0,4.0,4.0,8.5,18.5
18,West Eddieland Pirates,1,4,1,18,West,11.5,15.5,0.5,19.0,0.0,18.0,11.0,20.0,12.5,15.0,21.5,23.5,0.0,12.0
19,Anthonychester Vikings,1,4,1,18,West,19.5,23.0,1.0,12.0,10.0,20.5,14.0,21.5,3.5,9.0,0.0,11.5,2.0,21.0
20,Roberttown Bobcats,1,4,1,18,West,0.0,11.5,2.0,5.0,10.5,22.0,10.5,13.5,5.5,12.0,6.0,10.0,3.0,15.5
21,Lake Joshuamouth Vikings,1,4,1,18,West,9.0,9.5,6.0,18.0,12.5,21.0,1.0,16.0,22.0,22.5,3.5,22.5,0.0,20.5
22,Lake Jean Raptors,1,4,1,18,West,5.5,21.0,0.0,16.5,0.0,19.5,0.0,19.5,17.5,20.0,3.0,19.5,5.5,6.0
23,Port Gabrielmouth Bobcats,1,4,1,18,West,3.0,10.0,2.0,3.0,16.0,21.5,23.0,23.5,2.5,15.5,7.0,10.0,5.0,17.5
24,Fordfurt Hornets,1,4,1,18,West,5.0,6.0,7.5,8.0,5.0,7.0,14.5,14.5,0.0,4.0,7.0,13.0,14.5,15.5
25,Brandonburgh Wildcats,2,4,1,18,West,6.0,11.5,3.5,10.0,5.0,7.5,14.5,20.0,4.0,8.5,11.5,12.0,5.5,9.0
26,North Robin Grizzlies,2,4,1,18,West,10.5,21.5,5.5,23.5,12.0,17.5,8.5,21.5,10.5,11.5,6.5,15.5,2.5,4.0
